fincen_id,title,date,pdf_filename,pdf_url,publication_type
,FinCEN Advisory - Issue 23,07/01/2000,advis23.pdf,https://www.fincen.gov/system/files/advisory/advis23.pdf,advisory
,FinCEN Advisory - Issue 14,07/01/2000,advis14.pdf,https://www.fincen.gov/system/files/advisory/advis14.pdf,advisory
,FinCEN Advisory - Issue 19,07/01/2000,advis19.pdf,https://www.fincen.gov/system/files/advisory/advis19.pdf,advisory
,FinCEN Advisory - Issue 25,07/01/2000,advis25.pdf,https://www.fincen.gov/system/files/advisory/advis25.pdf,advisory
,FinCEN Advisory - Issue 16,07/01/2000,advis16.pdf,https://www.fincen.gov/system/files/advisory/advis16.pdf,advisory
,FinCEN Advisory - Issue 21,07/01/2000,advis21.pdf,https://www.fincen.gov/system/files/advisory/advis21.pdf,advisory
,FinCEN Advisory - Issue 22,07/01/2000,advis22.pdf,https://www.fincen.gov/system/files/advisory/advis22.pdf,advisory
,FinCEN Advisory - Issue 13,07/01/2000,advis13.pdf,https://www.fincen.gov/system/files/advisory/advis13.pdf,advisory
,FinCEN Advisory - Issue 27,07/01/2000,advis27.pdf,https://www.fincen.gov/system/files/advisory/advis27.pdf,advisory
,FinCEN Advisory - Issue 18,07/01/2000,advis18.pdf,https://www.fincen.gov/system/files/advisory/advis18.pdf,advisory
,FinCEN Advisory - Issue 24,07/01/2000,advis24.pdf,https://www.fincen.gov/system/files/advisory/advis24.pdf,advisory
,FinCEN Advisory - Issue 12,06/01/1999,advis12.pdf,https://www.fincen.gov/system/files/advisory/advis12.pdf,advisory
,FinCEN Advisory - Issue 11,04/01/1999,advis11.pdf,https://www.fincen.gov/system/files/advisory/advis11.pdf,advisory
,FinCEN Advisory - Issue 9,11/01/1997,advisu9.pdf,https://www.fincen.gov/system/files/advisory/advisu9.pdf,advisory
,FinCEN Advisory - Issue 7,01/01/1997,advissu7.pdf,https://www.fincen.gov/system/files/advisory/advissu7.pdf,advisory
,FinCEN Advisory - Issue 6,10/01/1996,advissu6.pdf,https://www.fincen.gov/system/files/advisory/advissu6.pdf,advisory
,FinCEN Advisory - Issue 4,08/01/1996,advissu4.pdf,https://www.fincen.gov/system/files/advisory/advissu4.pdf,advisory
,FinCEN Advisory - Issue 3,06/01/1996,advissu3.pdf,https://www.fincen.gov/system/files/advisory/advissu3.pdf,advisory
,FinCEN Advisory - Issue 2,03/01/1996,advis2.pdf,https://www.fincen.gov/system/files/advisory/advis2.pdf,advisory
,FinCEN Advisory - Issue 1,03/01/1996,advissu1.pdf,https://www.fincen.gov/system/files/advisory/advissu1.pdf,advisory
